Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
27-February-2024,38127.40,38420.00,37850.15,38381.60,38227.932203389830508474,59,38,2255448.00,55,93.22,569.85,254.20
26-February-2024,38499.50,38499.50,37971.95,38102.70,38140.952380952380952380,84,65,3203840.00,68,80.95,527.55,-396.80
23-February-2024,37430.70,38250.00,37363.00,38143.45,37960.029288702928870292,239,164,9072447.00,184,76.99,887.00,712.75
22-February-2024,37273.05,37658.25,37120.05,37525.10,37414.341463414634146341,123,75,4601964.00,72,58.54,538.20,252.05
21-February-2024,37150.45,37795.00,36971.15,37552.60,37454.637583892617449664,149,103,5580741.00,109,73.15,823.85,402.15
20-February-2024,38450.30,38450.30,36850.00,37120.95,37226.925233644859813084,321,201,11949843.00,179,55.76,1600.30,-1329.35
19-February-2024,38599.85,38749.75,37883.55,38007.10,38118.166666666666666666,156,91,5946434.00,115,73.72,866.20,-592.75
16-February-2024,38325.00,38701.00,38021.10,38392.90,38310.792000000000000000,125,85,4788849.00,92,73.60,679.90,67.90
15-February-2024,37900.00,38344.00,37515.70,38333.95,38119.204545454545454545,44,27,1677245.00,30,68.18,828.30,433.95
14-February-2024,37593.95,38041.45,37555.25,37965.45,37797.942028985507246376,69,34,2608058.00,57,82.61,486.20,371.50
13-February-2024,37950.00,37968.95,37550.00,37646.00,37690.714285714285714285,70,58,2638350.00,44,62.86,418.95,-304.00
12-February-2024,38468.85,38816.60,37650.00,37783.40,38105.767295597484276729,159,103,6058817.00,103,64.78,1166.60,-685.45
9-February-2024,39050.05,40150.00,38305.65,38433.35,39338.283288650580875781,1119,617,44019539.00,733,65.50,1844.35,-616.70
8-February-2024,38465.00,38902.95,37916.85,38712.30,38457.920634920634920634,252,180,9691396.00,164,65.08,986.10,247.30
7-February-2024,38648.75,38648.75,38100.20,38422.10,38283.959349593495934959,246,110,9417854.00,218,88.62,548.55,-226.65
6-February-2024,38350.10,38700.00,38001.00,38323.20,38387.568345323741007194,139,101,5335872.00,107,76.98,699.00,-26.90
5-February-2024,39000.00,39146.45,38300.20,38368.85,38488.496478873239436619,284,100,10930733.00,177,62.32,846.25,-631.15
2-February-2024,38501.50,39047.85,38501.50,38790.10,38836.900000000000000000,250,174,9709225.00,188,75.20,546.35,288.60
1-February-2024,38501.50,38774.85,38300.20,38747.10,38538.900000000000000000,190,73,7322391.00,169,88.95,474.65,245.60
31-January-2024,38525.80,38906.00,38510.65,38620.15,38676.527950310559006211,161,126,6226921.00,131,81.37,395.35,94.35
30-January-2024,38389.35,38797.30,38300.00,38754.60,38502.353658536585365853,82,36,3157193.00,58,70.73,497.30,365.25
29-January-2024,38986.20,38999.50,38210.70,38552.45,38525.727500000000000000,400,199,15410291.00,282,70.50,788.80,-433.75
25-January-2024,38786.00,38900.00,38576.95,38697.80,38705.819587628865979381,388,191,15017858.00,322,82.99,323.05,-88.20
24-January-2024,37810.05,38710.00,37413.55,38657.55,38062.031847133757961783,471,207,17927217.00,333,70.70,1296.45,847.50
23-January-2024,37890.90,37924.25,37603.75,37796.80,37705.421648550724637681,2208,122,83253571.00,2169,98.23,320.50,-94.10
20-January-2024,37479.95,37648.00,37312.50,37490.50,37485.576923076923076923,26,24,974625.00,14,53.85,335.50,10.55
19-January-2024,37799.80,37799.80,37251.00,37468.80,37423.000000000000000000,83,40,3106109.00,64,77.11,548.80,-331.00
18-January-2024,37200.00,37500.00,36589.95,37359.25,37123.149473684210526315,475,255,17633496.00,365,76.84,910.05,159.25
17-January-2024,36910.00,37365.60,36872.00,37292.45,37199.700680272108843537,294,115,10936712.00,124,42.18,493.60,382.45
16-January-2024,37173.00,37717.00,37060.00,37219.80,37386.937931034482758620,145,100,5421106.00,69,47.59,657.00,46.80
15-January-2024,37099.90,37186.00,36596.10,36999.70,36958.641304347826086956,184,124,6800390.00,135,73.37,589.90,-100.20
12-January-2024,37298.85,37298.85,36660.00,36735.75,36830.351351351351351351,37,30,1362723.00,31,83.78,638.85,-563.10
11-January-2024,36986.00,37244.40,36750.00,36823.35,36830.133595284872298624,509,239,18746538.00,377,74.07,494.40,-162.65
10-January-2024,37700.00,37700.00,36727.75,36828.65,37204.076271186440677966,354,236,13170243.00,200,56.50,972.25,-871.35
9-January-2024,37385.05,37866.00,37001.55,37823.75,37602.524064171122994652,187,142,7031672.00,129,68.98,864.45,438.70
8-January-2024,37000.00,38170.00,36650.75,37321.85,37123.157710280373831775,856,442,31777423.00,488,57.01,1519.25,321.85
5-January-2024,36673.85,36950.00,36550.00,36882.65,36703.652830188679245283,795,310,29179404.00,593,74.59,400.00,208.80
4-January-2024,36867.65,36867.65,36318.35,36682.40,36625.658362989323843416,281,161,10291810.00,202,71.89,549.30,-185.25
3-January-2024,37000.00,37000.00,36600.00,36736.15,36809.050847457627118644,118,89,4343468.00,54,45.76,400.00,-263.85
2-January-2024,37789.95,37789.95,36853.10,36959.45,37104.968932038834951456,515,297,19109059.00,268,52.04,936.85,-830.50
1-January-2024,36089.35,37725.00,36089.35,37543.15,37351.993710691823899371,159,119,5938967.00,81,50.94,1635.65,1453.80
29-December-2023,37095.00,37095.00,36419.00,36825.85,36740.759090909090909090,220,155,8082967.00,92,41.82,676.00,-269.15
28-December-2023,35784.80,37140.00,35549.85,36931.75,36506.735794074793589120,2059,1087,75167369.00,1262,61.29,1590.15,1146.95
27-December-2023,35707.20,35907.20,35271.10,35346.10,35498.568513119533527696,343,217,12176009.00,262,76.38,636.10,-361.10
26-December-2023,35297.50,35821.00,35242.50,35761.10,35519.201117318435754189,179,105,6357937.00,112,62.57,578.50,463.60
22-December-2023,35399.65,35399.65,35000.00,35058.40,35097.168949771689497716,219,118,7686280.00,164,74.89,399.65,-341.25
21-December-2023,35450.05,35725.55,34990.00,35159.85,35179.176961602671118530,599,478,21072327.00,487,81.30,735.55,-290.20
20-December-2023,35550.00,36090.00,35446.15,35510.70,35777.968354430379746835,474,309,16958757.00,290,61.18,643.85,-39.30
19-December-2023,35718.85,36118.85,35283.95,35379.40,35766.291450777202072538,1544,1190,55223154.00,1199,77.66,834.90,-339.45
18-December-2023,35395.80,36195.65,35395.80,35718.85,35724.340425531914893617,376,224,13432352.00,237,63.03,799.85,323.05
15-December-2023,35700.05,35934.95,35262.65,35395.75,35547.451612903225806451,434,346,15427594.00,294,67.74,672.30,-304.30
14-December-2023,36499.95,36499.95,35588.00,35640.70,35804.790697674418604651,172,111,6158424.00,113,65.70,911.95,-859.25
13-December-2023,36225.00,36225.00,35500.00,35888.20,35775.256849315068493150,292,213,10446375.00,178,60.96,725.00,-336.80
12-December-2023,36324.15,36336.05,35946.00,35994.05,36120.436974789915966386,119,70,4298332.00,95,79.83,390.05,-330.10
11-December-2023,36530.00,36631.55,36147.00,36236.20,36319.887931034482758620,232,156,8426214.00,154,66.38,484.55,-293.80
8-December-2023,36599.95,36680.00,35961.65,36277.25,36335.675373134328358208,268,149,9737961.00,206,76.87,718.35,-322.70
7-December-2023,36001.20,36590.00,36001.20,36538.80,36463.976744186046511627,86,58,3135902.00,56,65.12,588.80,537.60
6-December-2023,36644.65,36644.65,36147.00,36201.70,36292.017857142857142857,224,179,8129412.00,139,62.05,497.65,-442.95
5-December-2023,36700.00,37250.00,36343.00,36430.65,36579.645569620253164556,158,100,5779584.00,103,65.19,907.00,-269.35
4-December-2023,36900.00,36914.40,36561.10,36597.50,36773.230263157894736842,152,81,5589531.00,128,84.21,353.30,-302.50
1-December-2023,36612.00,36900.00,36555.00,36668.65,36727.862453531598513011,269,146,9879795.00,162,60.22,345.00,56.65
30-November-2023,36800.00,36800.00,36500.00,36653.60,36629.606382978723404255,188,98,6886366.00,133,70.74,300.00,-146.40
29-November-2023,36700.00,36900.00,36600.00,36700.55,36686.756302521008403361,119,78,4365724.00,75,63.03,300.00,0.55
28-November-2023,36990.00,36990.00,36555.00,36674.25,36724.227091633466135458,251,131,9217781.00,168,66.93,435.00,-315.75
24-November-2023,36970.50,36970.50,36460.00,36882.10,36777.458762886597938144,194,125,7134827.00,134,69.07,510.50,-88.40
23-November-2023,36700.00,36887.50,36700.00,36762.05,36777.725806451612903225,62,42,2280219.00,54,87.10,187.50,62.05
22-November-2023,36973.05,36973.05,36450.00,36734.25,36731.750000000000000000,56,39,2056978.00,36,64.29,523.05,-238.80
21-November-2023,37185.60,37226.00,36720.20,36823.75,36913.388571428571428571,175,109,6459843.00,89,50.86,505.80,-361.85
20-November-2023,37498.00,37498.00,36890.00,36924.75,37053.058823529411764705,34,26,1259804.00,24,70.59,608.00,-573.25
17-November-2023,36955.95,37440.00,36889.70,37204.95,37221.802721088435374149,147,107,5471605.00,79,53.74,550.30,249.00
16-November-2023,35996.00,37100.00,35996.00,37019.65,36716.205202312138728323,346,238,12703807.00,241,69.65,1104.00,1023.65
15-November-2023,37198.00,37200.00,35883.95,35923.35,36309.610294117647058823,272,227,9876214.00,226,83.09,1316.05,-1274.65
13-November-2023,37786.00,37786.00,36870.95,37060.80,37181.204819277108433734,83,70,3086040.00,54,65.06,915.05,-725.20
12-November-2023,37400.00,37710.70,37351.10,37516.35,37520.072727272727272727,55,42,2063604.00,37,67.27,359.60,116.35
10-November-2023,37217.00,37470.20,37126.55,37384.85,37266.362318840579710144,69,55,2571379.00,47,68.12,343.65,167.85
9-November-2023,37490.00,37509.35,37217.65,37440.60,37408.062500000000000000,48,36,1795587.00,25,52.08,291.70,-49.40
8-November-2023,37286.00,37550.65,36969.70,37468.25,37178.104265402843601895,211,133,7844580.00,154,72.99,580.95,182.25
7-November-2023,37458.60,37599.50,37117.10,37206.75,37305.258064516129032258,62,49,2312926.00,45,72.58,482.40,-251.85
6-November-2023,37319.65,37487.30,37120.20,37257.30,37283.361842105263157894,152,83,5667071.00,111,73.03,367.10,-62.35
3-November-2023,36385.95,37466.15,36170.00,37246.30,36666.527272727272727272,165,131,6049977.00,101,61.21,1296.15,860.35
2-November-2023,35986.00,36313.40,35322.00,36142.00,35856.746987951807228915,249,105,8928330.00,174,69.88,991.40,156.00
1-November-2023,35926.00,35995.00,35713.15,35937.85,35858.508196721311475409,122,113,4374738.00,71,58.20,281.85,11.85
31-October-2023,36084.00,36096.55,35902.10,36032.15,36015.524193548387096774,124,95,4465925.00,89,71.77,194.45,-51.85
30-October-2023,36386.00,36386.00,36022.00,36082.95,36115.094827586206896551,116,98,4189351.00,82,70.69,364.00,-303.05
27-October-2023,36599.30,36599.30,36147.00,36234.20,36249.367521367521367521,117,101,4241176.00,78,66.67,452.30,-365.10
26-October-2023,37000.00,37000.00,36097.80,36157.70,36339.537634408602150537,186,116,6759154.00,101,54.30,902.20,-842.30
25-October-2023,37389.95,37700.00,37032.30,37204.30,37418.635897435897435897,195,137,7296634.00,135,69.23,667.70,-185.65
23-October-2023,37386.00,37469.00,36847.15,37400.60,37270.709677419354838709,372,188,13864704.00,294,79.03,621.85,14.60
20-October-2023,37475.00,37475.00,37126.00,37178.00,37438.873853211009174311,436,50,16323349.00,55,12.61,349.00,-297.00
19-October-2023,37859.00,38107.00,37400.00,37427.20,37602.777173913043478260,184,102,6918911.00,110,59.78,707.00,-431.80
18-October-2023,38335.30,38335.30,37800.00,37856.35,37976.728395061728395061,81,59,3076115.00,44,54.32,535.30,-478.95
17-October-2023,37996.00,38249.95,37892.15,37987.55,37984.813793103448275862,145,107,5507798.00,90,62.07,357.80,-8.45
16-October-2023,38229.00,38244.90,37830.05,37914.10,37967.818181818181818181,110,93,4176460.00,67,60.91,414.85,-314.90
13-October-2023,38232.75,38438.40,37987.00,38107.10,38148.182352941176470588,170,133,6485191.00,121,71.18,451.40,-125.65
12-October-2023,38519.75,38670.90,38286.20,38384.80,38392.382022471910112359,89,78,3416922.00,58,65.17,384.70,-134.95
11-October-2023,38586.00,38607.40,38380.00,38490.20,38492.088435374149659863,147,112,5658337.00,77,52.38,227.40,-95.80
10-October-2023,38586.00,38652.75,38200.00,38434.10,38413.844155844155844155,154,107,5915732.00,107,69.48,452.75,-151.90
9-October-2023,39010.00,39090.25,38400.00,38455.85,38612.109375000000000000,128,94,4942350.00,86,67.19,690.25,-554.15
6-October-2023,39686.00,39686.00,38932.05,39007.65,39054.500000000000000000,114,89,4452213.00,96,84.21,753.95,-678.35
5-October-2023,39518.25,39518.25,39178.10,39250.60,39263.428571428571428571,49,43,1923908.00,34,69.39,340.15,-267.65
4-October-2023,39700.00,39851.90,39118.95,39253.55,39307.511111111111111111,45,36,1768838.00,33,73.33,732.95,-446.45
3-October-2023,39000.05,40044.00,39000.05,39788.20,39815.423076923076923076,130,102,5176005.00,82,63.08,1043.95,788.15
29-September-2023,39366.00,40027.70,38922.70,39876.25,39448.100719424460431654,139,114,5483286.00,79,56.83,1105.00,510.25
28-September-2023,40485.00,40485.00,38756.00,39318.70,39750.015151515151515151,396,226,15741006.00,264,66.67,1729.00,-1166.30
27-September-2023,40598.05,40730.65,40050.00,40586.70,40398.321428571428571428,112,73,4524612.00,73,65.18,680.65,-11.35
26-September-2023,40629.35,41130.20,40301.00,40830.20,40863.816901408450704225,71,57,2901331.00,32,45.07,829.20,200.85
25-September-2023,40698.60,40698.60,40300.00,40557.50,40511.833333333333333333,60,50,2430710.00,37,61.67,398.60,-141.10
22-September-2023,40286.00,41000.00,39925.00,40877.05,40348.805194805194805194,154,105,6213716.00,106,68.83,1075.00,591.05
21-September-2023,40659.55,40659.55,39932.05,40103.20,40218.021250000000000000,800,360,32174417.00,564,70.50,727.50,-556.35
20-September-2023,39976.60,40750.00,39757.10,40678.85,40246.954545454545454545,462,266,18594093.00,397,85.93,992.90,702.25
18-September-2023,40119.95,40138.70,39910.15,39992.10,40038.127906976744186046,86,53,3443279.00,68,79.07,228.55,-127.85
15-September-2023,39473.00,40110.00,39303.20,40006.80,39881.052631578947368421,418,205,16670280.00,318,76.08,806.80,533.80
14-September-2023,39585.90,39585.90,39276.10,39411.55,39365.750000000000000000,48,27,1889556.00,33,68.75,309.80,-174.35
13-September-2023,40057.95,40057.95,39250.00,39307.70,39461.639175257731958762,97,66,3827779.00,81,83.51,807.95,-750.25
12-September-2023,39357.05,40440.40,39357.05,39893.55,39872.680722891566265060,166,92,6618865.00,86,51.81,1083.35,536.50
11-September-2023,38889.70,39550.00,38699.00,39357.05,39068.953191489361702127,235,150,9181204.00,165,70.21,851.00,467.35
8-September-2023,39092.10,39193.95,38823.00,39047.70,39033.051546391752577319,97,71,3786206.00,63,64.95,370.95,-44.40
7-September-2023,39357.70,39900.00,38991.00,39085.70,39163.328767123287671232,73,53,2858923.00,45,61.64,909.00,-272.00
6-September-2023,39292.75,39374.15,38961.25,39107.75,39144.768292682926829268,82,52,3209871.00,43,52.44,412.90,-185.00
5-September-2023,39645.55,39749.90,39040.55,39183.10,39283.492753623188405797,138,89,5421122.00,94,68.12,709.35,-462.45
4-September-2023,39450.00,39597.00,39102.00,39369.25,39275.825757575757575757,132,85,5184409.00,92,69.70,495.00,-80.75
1-September-2023,39732.05,39742.15,38868.00,39390.25,39253.451977401129943502,177,120,6947861.00,124,70.06,874.15,-341.80
31-August-2023,40444.95,40444.95,39500.00,39563.00,39732.913580246913580246,81,51,3218366.00,65,80.25,944.95,-881.95
30-August-2023,40420.00,40488.85,40053.00,40104.10,40254.590909090909090909,88,60,3542404.00,70,79.55,435.85,-315.90
29-August-2023,40281.60,40489.00,40281.60,40451.50,40359.000000000000000000,23,18,928257.00,19,82.61,207.40,169.90
28-August-2023,40458.25,40458.25,40206.00,40315.00,40286.875000000000000000,8,7,322295.00,6,75.00,252.25,-143.25
25-August-2023,40493.50,40768.75,40152.55,40183.80,40395.388888888888888888,18,14,727117.00,15,83.33,616.20,-309.70
24-August-2023,40346.00,40897.00,40346.00,40766.55,40698.409090909090909090,66,54,2686095.00,36,54.55,551.00,420.55
23-August-2023,40120.00,40731.45,39909.75,40206.25,40254.637254901960784313,102,69,4105973.00,57,55.88,821.70,86.25
22-August-2023,40585.90,40657.85,40070.20,40240.05,40219.783333333333333333,120,86,4826374.00,88,73.33,587.65,-345.85
21-August-2023,40300.05,40549.95,40108.90,40506.65,40225.471264367816091954,87,62,3499616.00,44,50.57,441.05,206.60
18-August-2023,40326.00,40464.65,40000.00,40325.05,40246.057971014492753623,69,45,2776978.00,49,71.01,464.65,-0.95
17-August-2023,40596.00,40596.00,40079.85,40361.05,40397.348837209302325581,43,37,1737086.00,26,60.47,516.15,-234.95
16-August-2023,41066.00,41206.80,40500.00,40572.90,40850.786885245901639344,122,37,4983796.00,112,91.80,706.80,-493.10
14-August-2023,41710.00,41710.00,40975.05,41081.15,41319.333333333333333333,108,78,4462488.00,82,75.93,734.95,-628.85
11-August-2023,42401.05,42401.05,41611.10,42045.90,41879.679245283018867924,53,40,2219623.00,36,67.92,789.95,-355.15
10-August-2023,41911.05,42500.00,41911.05,42472.55,42215.260869565217391304,92,61,3883804.00,66,71.74,588.95,561.50
9-August-2023,42181.50,42370.00,41740.00,41919.50,42010.607594936708860759,79,58,3318838.00,57,72.15,630.00,-262.00
8-August-2023,42155.05,42369.80,42003.00,42163.45,42126.840000000000000000,25,22,1053171.00,20,80.00,366.80,8.40
7-August-2023,42237.75,42550.40,42237.75,42339.70,42355.291666666666666666,24,15,1016527.00,18,75.00,312.65,101.95
4-August-2023,42418.00,42705.00,41800.00,42313.55,42286.105263157894736842,76,61,3213744.00,56,73.68,905.00,-104.45
3-August-2023,42801.05,42801.05,41984.45,42356.45,42454.210526315789473684,19,19,806630.00,14,73.68,816.60,-444.60
2-August-2023,43186.00,43186.00,42635.85,42847.70,42860.426966292134831460,89,47,3814578.00,78,87.64,550.15,-338.30
1-August-2023,42950.05,43534.40,42930.05,43106.75,43263.196428571428571428,56,31,2422739.00,43,76.79,604.35,156.70
31-July-2023,42306.70,43250.00,42157.55,42779.35,42662.758823529411764705,170,87,7252669.00,135,79.41,1092.45,472.65
28-July-2023,42016.05,42128.15,41826.00,41990.00,41939.000000000000000000,29,26,1216231.00,16,55.17,302.15,-26.05
27-July-2023,42496.00,42739.80,41810.80,42039.60,42265.490909090909090909,55,40,2324602.00,34,61.82,929.00,-456.40
26-July-2023,42681.45,42913.00,42201.00,42281.65,42513.565217391304347826,46,37,1955624.00,24,52.17,712.00,-399.80
25-July-2023,41990.50,42790.00,41611.10,42541.05,42397.706521739130434782,92,76,3900589.00,70,76.09,1178.90,550.55
24-July-2023,42300.05,42578.85,41800.05,42041.75,42153.411214953271028037,107,79,4510415.00,75,70.09,778.80,-258.30
21-July-2023,42270.80,42989.60,42119.95,42662.05,42537.558333333333333333,120,89,5104507.00,59,49.17,869.65,391.25
20-July-2023,42696.00,42965.35,42493.00,42583.70,42751.952941176470588235,85,62,3633916.00,48,56.47,472.35,-112.30
19-July-2023,43230.35,43230.35,42626.00,42750.45,42901.447154471544715447,123,98,5276878.00,94,76.42,604.35,-479.90
18-July-2023,43429.30,43500.00,43183.10,43319.15,43331.417910447761194029,67,49,2903205.00,41,61.19,316.90,-110.15
17-July-2023,42952.00,43394.00,42952.00,43060.00,43279.421052631578947368,19,10,822309.00,16,84.21,442.00,108.00
14-July-2023,43396.00,43625.35,42787.35,43178.75,43185.075000000000000000,80,43,3454806.00,63,78.75,838.00,-217.25
13-July-2023,43496.00,44000.00,43043.10,43163.00,43383.503937007874015748,127,87,5509705.00,89,70.08,956.90,-333.00
12-July-2023,43936.05,44100.00,43359.10,43600.45,43860.939393939393939393,198,116,8684466.00,137,69.19,740.90,-335.60
11-July-2023,43314.50,43986.45,43314.50,43956.10,43739.010752688172043010,93,65,4067728.00,59,63.44,671.95,641.60
10-July-2023,42801.05,43428.60,42461.10,43368.50,43125.473118279569892473,93,71,4010669.00,58,62.37,967.50,567.45
7-July-2023,42501.05,42849.90,42340.70,42664.05,42724.009615384615384615,104,75,4443297.00,86,82.69,509.20,163.00
6-July-2023,42430.00,42595.00,42225.00,42530.50,42385.444444444444444444,18,16,762938.00,12,66.67,370.00,100.50
5-July-2023,42540.60,43086.00,42226.60,42478.65,42750.045045045045045045,111,74,4745255.00,60,54.05,859.40,-61.95
4-July-2023,41900.05,42664.65,41699.15,42106.55,42339.100574712643678160,348,156,14734007.00,324,93.10,965.50,206.50
3-July-2023,42813.80,42813.80,41674.15,41841.40,42018.792452830188679245,53,47,2226996.00,23,43.40,1139.65,-972.40
30-June-2023,41848.85,41848.85,41530.00,41646.70,41654.909090909090909090,11,11,458204.00,9,81.82,318.85,-202.15
28-June-2023,41548.50,41939.95,40223.60,41762.25,41250.706521739130434782,276,143,11385195.00,196,71.01,1716.35,213.75
27-June-2023,41200.05,41760.00,41200.05,41474.75,41521.957446808510638297,47,33,1951532.00,21,44.68,559.95,274.70
26-June-2023,41542.80,41800.00,41200.00,41563.05,41530.494505494505494505,91,56,3779275.00,75,82.42,600.00,20.25
23-June-2023,41870.10,41920.00,41524.00,41543.95,41654.021052631578947368,95,56,3957132.00,74,77.89,396.00,-326.15
22-June-2023,42468.20,42629.60,41758.00,42142.05,42210.750000000000000000,44,35,1857273.00,19,43.18,871.60,-326.15
21-June-2023,42625.00,42700.00,42385.50,42606.85,42542.396135265700483091,207,66,8806276.00,197,95.17,314.50,-18.15
20-June-2023,42460.00,42750.00,42075.25,42643.15,42423.356250000000000000,160,110,6787737.00,132,82.50,674.75,183.15
19-June-2023,41199.75,42601.00,41199.75,42443.65,42340.757575757575757575,264,180,11177960.00,195,73.86,1401.25,1243.90
16-June-2023,42053.85,42205.70,41974.70,42093.70,42067.538461538461538461,26,17,1093756.00,17,65.38,231.00,39.85
15-June-2023,41797.35,42200.00,41611.10,41883.40,41917.600000000000000000,135,91,5658876.00,120,88.89,588.90,86.05
14-June-2023,41280.95,42000.00,41280.95,41949.60,41716.972727272727272727,220,153,9177734.00,146,66.36,719.05,668.65
13-June-2023,41157.35,41427.00,41100.85,41280.95,41250.544444444444444444,90,57,3712549.00,65,72.22,326.15,123.60
12-June-2023,40723.25,41124.05,40402.55,41001.75,40980.628099173553719008,121,64,4958656.00,79,65.29,721.50,278.50
9-June-2023,41299.95,41309.95,40709.00,40884.15,40899.387096774193548387,31,22,1267881.00,16,51.61,600.95,-415.80
8-June-2023,40957.35,41174.95,40604.40,41002.00,40910.190476190476190476,42,23,1718228.00,16,38.10,570.55,44.65
7-June-2023,41193.00,41213.10,40682.00,40955.30,41004.964285714285714285,140,95,5740695.00,91,65.00,531.10,-237.70
